,budget,revenue,runtime,original_language,vote_average,vote_count,main_production_company,main_spoken_language,main_genre,release_month,release_year
744,52000000,204999686,106,en,5.6,851,Universal Pictures,English,Romance,6,2006
745,125000000,232713139,106,en,5.6,2280,The Zanuck Company,English,Adventure,4,2010
746,105000000,408579038,100,en,5.6,1170,Blue Sky Studios,English,Adventure,6,2016
747,150000000,38992758,88,en,5.6,202,Walt Disney Animation Studios,English,Adventure,3,2011
748,37000000,100076342,96,en,5.6,341,Walden Media,English,Adventure,4,2008
749,17000000,2000000,102,en,5.6,19,American Filmworks,English,Adventure,11,1981
750,38000000,109906372,112,en,5.6,1993,Columbia Pictures,English,Adventure,1,2016
751,60000000,60052138,124,en,5.6,1017,Alcon Entertainment,English,Fantasy,2,2013
752,50000000,212902372,125,en,5.6,1688,Walt Disney Pictures,English,Fantasy,12,2014
753,150000000,314432665,81,en,5.6,974,Walt Disney Pictures,English,Animation,11,2005
754,10000000,11411644,77,en,5.6,49,Warner Bros. Pictures,English,Animation,7,2002
755,20000000,45056771,101,en,5.6,336,Sony Pictures Entertainment,English,Drama,6,2017
756,19000000,19738015,117,en,5.6,20,Universal Pictures,English,Drama,10,1989
757,12000000,60273173,100,en,5.6,162,Screen Gems,English,Drama,9,2015
758,5000000,23507567,121,en,5.6,73,Pure Flix Productions,English,Drama,4,2016
759,2500000,52604,89,en,5.6,91,ArieScope Pictures,English,Horror,8,2010
760,17000000,125586134,100,en,5.6,698,Columbia Pictures Corporation,English,Horror,10,1997
761,6900000,44287131,101,en,5.6,566,A Bigger Boat,English,Horror,9,2012
762,12000000,40855419,89,en,5.6,343,Vertigo Entertainment,English,Horror,10,2008
763,500000,17000000,97,en,5.6,31,Arachnid Productions Ltd.,English,Horror,8,1977
764,4000000,9221,99,en,5.6,139,Worldview Entertainment,English,Horror,9,2013
765,5000000,15719109,90,en,5.6,114,Live Entertainment,English,Horror,9,1997
766,4000000,39103425,100,en,5.6,30,Sorcerer Productions,English,Action,4,1982
767,25000000,80936232,83,en,5.6,235,Nickelodeon Movies,English,Action,12,2001
768,24000000,22518097,100,en,5.6,90,Touchwood Pacific Partners 1,English,Action,9,1992
769,15000000,44065653,84,en,5.6,264,Warner Bros.,English,Action,11,1992
770,35000000,45681173,117,en,5.6,498,Orion Pictures,English,Action,6,1990
771,50000000,42277365,97,en,5.6,381,Paramount Pictures,English,Action,8,1996
772,100000000,243400000,99,en,5.6,1707,Paramount Pictures,English,Action,7,2014
773,7000000,79666653,123,en,5.6,76,Universal Pictures,English,Action,11,1974
774,8000000,16093651,93,en,5.6,20,New Line Cinema,English,Action,6,1989
775,10000000,25399945,84,en,5.6,253,Intrepid Pictures,English,Action,1,2007
776,88000000,243637091,105,en,5.6,2564,Columbia Pictures,English,Action,7,2015
777,50000000,40828540,95,en,5.6,778,Lakeshore Entertainment,English,Action,9,2009
778,60000000,104324083,100,en,5.6,217,Regency Enterprises,English,Action,7,1995
779,12000000,46044400,94,en,5.6,100,Twentieth Century Fox Film Corporation,English,Action,10,1990
780,10000000,47410000,96,en,5.6,141,Warner Bros.,English,Action,2,1990
781,20000000,12639297,115,en,5.6,812,Worldview Entertainment,English,Action,2,2016
782,20000000,4636169,97,en,5.6,223,Industry Entertainment,English,Action,8,2012
783,10000000,21633874,120,en,5.6,134,Malpaso Productions,English,Action,12,1990
784,12000000,7242035,102,en,5.6,16,Twentieth Century Fox Film Corporation,English,Action,3,1988
785,40000000,136000000,110,en,5.6,878,Columbia Pictures,English,Action,3,2010
786,50000000,171269535,96,en,5.6,660,New Line Cinema,English,Comedy,6,2002
787,18000000,39321715,95,en,5.6,115,Permut Presentations,English,Comedy,3,1987
788,60000000,164433867,92,en,5.6,526,Columbia Pictures,English,Comedy,5,2003
789,18000000,41325328,100,en,5.6,273,Columbia TriStar,English,Comedy,7,2015
790,20000000,17807569,100,en,5.6,112,Dimension Films,English,Comedy,9,2006
791,1000000,2402459,107,en,5.6,16,Paramount Classics,English,Comedy,11,2001
792,15000000,46905889,111,en,5.6,75,Twentieth Century Fox Film Corporation,English,Comedy,4,1998
793,75000000,61458982,146,en,5.6,398,Columbia Pictures,English,Comedy,7,2009
794,12000000,22939027,94,en,5.6,368,Paramount Pictures,English,Comedy,12,2011
795,26000000,8009329,89,en,5.6,89,Twentieth Century Fox Film Corporation,English,Comedy,3,1994
796,35000000,173965010,111,en,5.6,1667,Stuber Productions,English,Comedy,2,2013
797,35000000,88058786,134,en,5.6,909,Apatow Productions,English,Comedy,12,2012
798,41000000,7448385,100,en,5.6,252,Ingenious Media,English,Comedy,10,2011
799,8500000,22456509,96,en,5.6,87,Sneak Preview Productions,English,Comedy,9,2013
800,35000000,108758521,91,en,5.6,1490,Universal Pictures,English,Comedy,5,2016
801,35000000,31611225,115,en,5.6,43,Universal Pictures,English,Comedy,12,1997
802,35000000,82087155,106,en,5.6,987,Lions Gate Films,English,Thriller,9,2011
803,100000000,362211740,119,en,5.6,1270,Twentieth Century Fox Film Corporation,English,Thriller,7,2001
804,2000000,2801508,97,en,5.6,94,Itaca Films,English,Crime,9,2015
805,8900000,4100000,93,en,5.6,322,Emmett/Furla Films,English,Crime,11,2015
806,13200000,53830415,83,en,5.6,182,Will Packer Productions,English,Crime,9,2014
807,30000000,70200000,107,en,5.6,384,Paramount Pictures,English,Science Fiction,6,1989
808,100000,22000000,90,en,5.6,19,P & L,English,Mystery,8,1972
809,16000000,1109660,90,en,5.6,216,Columbia Pictures,English,Mystery,2,2007
810,32000000,80197993,92,en,5.6,368,Paramount Pictures,Español,Comedy,6,2006
811,14700000,8049666,103,en,5.7,174,Vivendi Entertainment,广州话 / 廣州話,Comedy,9,2008
812,8000000,8810591,92,en,5.7,436,Twentieth Century-Fox,广州话 / 廣州話,Horror,9,2016
813,20000000,17280326,108,en,5.7,223,The Mark Gordon Company,Český,Action,3,2009
814,75000000,226904017,110,en,5.7,898,Virgin Produced,ελληνικά,Fantasy,11,2011
815,185000000,786636033,122,en,5.7,2558,Lucasfilm,English,Adventure,5,2008
816,35000000,21819348,90,en,5.7,421,Millenium Films,English,Comedy,4,2013
817,93000000,368780809,92,en,5.7,2109,Universal Studios,English,Adventure,7,2001
818,60000000,127766650,116,en,5.7,414,Conundrum Entertainment,English,Comedy,10,2007
819,23000000,20246790,104,en,5.7,34,Universal Pictures,English,Drama,7,1991
820,3500000,9482579,96,en,5.7,71,Fox Searchlight Pictures,English,Comedy,8,1996
821,10000000,1064454,110,en,5.7,19,Ten Furlongs,English,Comedy,3,2014
822,24000000,8434146,124,en,5.7,53,Touchstone Pictures,English,Comedy,12,1999
823,5000000,21200000,91,en,5.7,194,TAFT Entertainment Pictures,English,Horror,8,1983
824,30000000,25480490,105,en,5.7,255,Miramax Films,English,Fantasy,8,1997
825,10284523,11588205,104,en,5.7,80,Epsilon Motion Pictures,English,Comedy,10,2005
826,20000000,171504781,104,en,5.7,330,Touchstone Pictures,English,Drama,7,1988
827,63000000,189015611,102,en,5.7,703,TriStar Pictures,English,Action,5,1988
828,30000000,60864870,116,en,5.7,85,Paramount Pictures,English,Comedy,11,1989
829,2500000,205068,85,en,5.7,65,Levins-Henenlotter,English,Comedy,6,1990
830,13000000,45300000,89,en,5.7,294,Walt Disney Studios Motion Pictures,English,Family,6,2014
831,150000000,287594577,91,en,5.7,1208,Pacific Data Images (PDI),English,Family,10,2007
832,68000000,29762011,121,en,5.7,255,Universal Pictures,English,Adventure,8,1999
833,115000000,274703340,100,en,5.7,2235,Paramount Pictures,English,Adventure,6,2001
834,8000000,35991087,104,en,5.7,266,Wildwood Enterprises,English,Adventure,9,2015
835,200000000,491868548,130,en,5.7,3576,Walt Disney Pictures,English,Fantasy,3,2013
836,90000000,146936910,106,en,5.7,1345,Summit Entertainment,English,Fantasy,10,2015
837,50000000,219788712,91,en,5.7,568,Walt Disney Pictures,English,Animation,8,2013
838,74000000,311594032,93,en,5.7,733,Paramount Pictures,English,Animation,2,2015
839,55000000,110000000,91,en,5.7,259,Reel FX Creative Studios,English,Animation,10,2013
840,6000000,161000000,139,en,5.7,22,Barwood Films,English,Drama,12,1976
841,23000000,5820015,104,en,5.7,26,Star Partners II Ltd.,English,Drama,2,1990
842,47000000,12379402,104,en,5.7,77,TriStar Pictures,English,Drama,2,1996
843,6500000,566736,104,en,5.7,27,Warner Bros.,English,Drama,4,1981
844,7000000,20000000,104,en,5.7,46,Columbia Pictures Corporation,English,Drama,8,1978
845,55000000,9450897,125,en,5.7,95,Columbia Pictures Corporation,English,Drama,9,2006
846,38000000,17380126,118,en,5.7,80,Columbia Pictures,English,Drama,9,1996
847,12000000,17768012,100,en,5.7,117,DiNovi Pictures,English,Drama,4,2017
848,55000000,18626419,116,en,5.7,202,TriStar Pictures,English,Drama,8,1996
849,160000,4000000,86,en,5.7,18,Columbia Pictures,English,Drama,5,1974
850,24000000,2642983,102,en,5.7,24,New Line Cinema,English,Drama,11,1997
851,17000000,55041738,86,en,5.7,306,Dimension Films,English,Horror,8,1998
852,3000000,177512032,91,en,5.7,734,Paramount Pictures,English,Horror,10,2010
853,4000000,36690067,95,en,5.7,257,Paramount Pictures,English,Horror,8,1982
854,8000000,7766240,98,en,5.7,162,Summit Entertainment,English,Horror,11,2007
855,22000000,851517,112,en,5.7,213,NALA Films,English,Horror,3,2010
856,3000000,19472057,86,en,5.7,219,Paramount Pictures,English,Horror,8,1986
857,2800000,3600000,80,en,5.7,52,Scott Free Productions,English,Horror,4,2017
858,40000000,161834276,116,en,5.7,749,Konrad Pictures,English,Horror,2,2000
859,4800000,80578934,94,en,5.7,913,International Production Company,English,Horror,1,2005
860,7000000,1100000,80,en,5.7,33,Morgan Creek Productions,English,Horror,11,1996
861,3000000,29999213,87,en,5.7,367,New Line Cinema,English,Horror,10,1985
862,19000000,91379051,97,en,5.7,566,New Line Cinema,English,Horror,2,2009
863,250000000,873260194,151,en,5.7,7189,DC Comics,English,Action,3,2016
864,45000000,21009180,113,en,5.7,282,Twentieth Century Fox Film Corporation,English,Action,12,2004
865,50000000,150270147,108,en,5.7,459,Twentieth Century Fox Film Corporation,English,Action,2,1996
866,3000000,5923000,88,en,5.7,34,ContentFilm,English,Action,3,2004
867,25000000,16057580,93,en,5.7,331,Cannon Group,English,Action,2,1987
868,75000000,98159963,100,en,5.7,792,Katalyst Films,English,Action,6,2010
869,20000000,66673516,106,en,5.7,139,Universal Pictures,English,Action,6,1987
870,80000000,98376292,101,en,5.7,650,DreamWorks SKG,English,Action,6,2001
871,35000000,13678913,94,en,5.7,56,Morgan Creek Productions,English,Action,8,2001
872,35000000,46216641,118,en,5.7,1467,SND,English,Action,1,2013
873,49000000,72700000,87,en,5.7,445,Columbia Pictures,English,Action,11,2001
874,20000000,46069568,107,en,5.7,300,Columbia Pictures,English,Action,2,2016
875,30000000,36160375,98,en,5.7,369,Universal Pictures,English,Comedy,6,2011
876,35000000,77477008,106,en,5.7,468,Escape Artists,English,Comedy,4,2010
877,10000000,103166989,95,en,5.7,425,Miramax Films,English,Comedy,1,1999
878,52000000,216485654,125,en,5.7,1043,New Line Cinema,English,Comedy,2,2010
879,56000000,142044638,118,en,5.7,744,New Line Cinema,English,Comedy,12,2011
880,40000000,141069860,114,en,5.7,764,Twentieth Century Fox Film Corporation,English,Comedy,11,2001
881,30000000,11146270,94,en,5.7,77,Universal Studios,English,Comedy,10,1993
882,45000000,72028752,90,en,5.7,233,Paramount Pictures,English,Comedy,11,2005
883,35000000,73034460,100,en,5.7,205,DreamWorks SKG,English,Comedy,1,2009
884,55000000,187361754,94,en,5.7,775,Twentieth Century Fox Film Corporation,English,Comedy,6,2011
885,18000000,25312387,94,en,5.7,166,Castle Rock Entertainment,English,Comedy,7,2014
886,24000000,9576495,97,en,5.7,94,Scott Rudin Productions,English,Comedy,5,2007
887,1500000,870751,99,en,5.7,29,TLA Releasing,English,Comedy,5,1998
888,47000000,102825796,96,en,5.7,603,Columbia Pictures Corporation,English,Comedy,6,1996
889,22000000,63647656,106,en,5.7,1338,Universal Pictures,English,Comedy,2,2016
890,18000000,65070412,106,en,5.7,77,Metro-Goldwyn-Mayer (MGM),English,Comedy,1,2004
891,35000000,43650785,114,en,5.7,58,Universal Pictures,English,Comedy,2,2008
892,12000000,4939939,108,en,5.7,17,Fox Searchlight Pictures,English,Comedy,3,1996
893,14000000,21409028,103,en,5.7,40,Fox Searchlight Pictures,English,Comedy,3,2010
894,11500000,94073028,102,en,5.7,1429,Lionsgate,English,Comedy,1,2016
895,8000000,10848783,92,en,5.7,192,Miramax Films,English,Comedy,9,2009
896,13000000,48065672,93,en,5.7,748,Relativity Media,English,Comedy,3,2013
897,24000000,13700000,84,en,5.7,35,SNL Studios,English,Comedy,10,2000
898,30000000,53909751,124,en,5.7,466,Universal Pictures,English,Comedy,4,2012
899,15000000,216614388,107,en,5.7,566,Universal Pictures,English,Comedy,12,1988
900,8000000,10130000,104,en,5.7,139,Walt Disney Pictures,English,Comedy,4,2011
901,16500000,21256,93,en,5.7,81,WWE Studios,English,Thriller,4,2016
902,25000000,39171130,111,en,5.7,550,Paramount Pictures,English,Thriller,12,2014
903,56000000,19701164,109,en,5.7,601,Regency Enterprises,English,Thriller,1,2013
904,25000000,17741298,107,en,5.7,200,Kanzaman,English,Thriller,4,2008
905,40000000,22433915,108,en,5.7,92,Warner Bros. Pictures,English,Crime,9,2002
906,11000000,13276953,81,en,5.7,60,New Line Cinema,English,Crime,1,2001
907,30000000,16930884,108,en,5.7,323,TriStar Pictures,English,Crime,2,2007
908,9000000,2500000,98,en,5.7,149,Paramount Pictures,English,Science Fiction,10,1968
909,82000000,96085477,123,en,5.7,603,Phoenix Pictures,English,Science Fiction,11,2000
910,90000000,60874615,114,en,5.7,374,Spyglass Entertainment,English,Science Fiction,3,2000
911,65000000,128905366,123,en,5.7,1276,New Line Cinema,Esperanto,Science Fiction,12,2004
912,30000000,34252847,113,en,5.7,73,Paramount Pictures,Español,Comedy,7,2005
913,8000000,2275557,79,en,5.7,99,Original Pictures,日本語,Action,8,1991
914,110000000,103951461,76,en,5.7,405,Walt Disney Pictures,普通话,Animation,4,2004
915,10000000,303877,127,en,5.8,45,FilmDistrict,Bosanski,Drama,12,2011
916,38000000,153518974,95,en,5.8,205,Paramount Pictures,广州话 / 廣州話,Thriller,6,1990
917,70000000,277448382,124,en,5.8,1454,Columbia Pictures,Český,Action,8,2002
918,7000000,11000000,142,en,5.8,34,Batjac Productions,Dansk,War,7,1968
919,17500000,19179969,110,en,5.8,173,Broken Lizard Industries,English,Comedy,8,2006
920,80000000,116643346,117,en,5.8,780,Original Film,English,Action,8,2003
921,20000000,16605763,84,en,5.8,52,Icon Productions,English,Action,9,2004
922,15000000,201957688,111,en,5.8,643,Imagine Entertainment,English,Comedy,12,1990
923,145000000,25819961,137,en,5.8,108,Imagine Entertainment,English,Western,4,2004
924,50000000,16671505,99,en,5.8,281,Twentieth Century Fox Film Corporation,English,Action,7,1994
925,14000000,24637469,116,en,5.8,36,TriStar Pictures,English,Drama,8,2012
926,50000000,105197635,129,en,5.8,517,Amblin Entertainment,English,Drama,10,2010
927,10500000,25442939,93,en,5.8,279,American Zoetrope,English,Drama,6,2017
928,6000000,30000000,114,en,5.8,69,Universal Pictures,English,Action,3,1977
929,30000000,58405313,98,en,5.8,142,Team Todd,English,Romance,7,2005
930,45000000,101702060,93,en,5.8,1353,New Line Cinema,English,Action,7,2008
931,8000000,10629321,118,en,5.8,264,Chris Brinker Productions,English,Action,11,2009
932,200000000,559852396,106,en,5.8,2088,Walt Disney Pictures,English,Animation,6,2011
933,115000000,77628265,134,en,5.8,345,Lion Rock Productions,English,Drama,6,2002
934,6000000,38435947,105,en,5.8,156,Bachelor Party Productions,English,Comedy,6,1984
935,20000000,17479,113,en,5.8,63,Midnight Sun Pictures,English,War,4,2011
936,25000000,56489558,101,en,5.8,242,Silver Pictures,English,Action,2,2003
937,110000000,712171856,117,en,5.8,2622,Summit Entertainment,English,Adventure,3,2011
938,29000000,34994648,104,en,5.8,360,TriStar Pictures,English,Action,6,1988
939,35000000,170000000,99,da,5.8,949,Twentieth Century Fox Film Corporation,English,Comedy,5,2008
940,13000000,35763605,84,en,5.8,323,Universal Pictures,English,Drama,11,1990
941,4500000,58853106,104,en,5.8,422,Columbia Pictures Corporation,English,Romance,7,1980
942,40000000,79700000,110,en,5.8,611,Alcon Entertainment,English,Romance,5,2012
943,10000000,17500000,97,en,5.8,163,Castle Rock Entertainment,English,Romance,4,2007
944,25000000,84565230,107,en,5.8,378,Fox 2000 Pictures,English,Romance,4,1999
945,18000000,9697739,107,en,5.8,60,ABC Motion Pictures,English,Family,6,1986
946,24000000,21049053,134,en,5.8,63,Universal Pictures,English,Adventure,10,1978
947,37000000,392616625,122,en,5.8,3688,Summit Entertainment,English,Adventure,11,2008
948,170000000,396600000,127,en,5.8,3183,Universal Pictures,English,Adventure,5,2012
949,18000000,100000000,103,en,5.8,391,Universal Studios,English,Adventure,6,1984
950,79000000,355692760,94,en,5.8,1050,New Line Cinema,English,Adventure,1,2012
951,35000000,86369815,100,en,5.8,568,Walt Disney Pictures,English,Adventure,7,2005
952,24000000,16290976,87,en,5.8,94,Columbia Pictures,English,Fantasy,7,1999
953,2000000,45431,95,en,5.8,228,Bold Films,English,Fantasy,4,2015
954,30000000,100491683,79,en,5.8,149,Paramount Pictures,English,Animation,11,1998
955,75000000,367275019,90,en,5.8,1612,DreamWorks SKG,English,Animation,9,2004
956,50000000,151165787,83,en,5.8,286,Walt Disney Pictures,English,Animation,7,2014
957,17500000,7018189,93,en,5.8,16,Fox Searchlight Pictures,English,Drama,11,2013
958,17000000,6735922,117,en,5.8,183,Metro-Goldwyn-Mayer (MGM),English,Drama,2,1986
959,9000000,6045657,108,en,5.8,15,Paramount Pictures,English,Drama,3,1984
960,30000000,82394288,100,en,5.8,1505,Screen Gems,English,Drama,10,2013
961,8000000,458232,99,en,5.8,19,City Light Films,English,Drama,4,2007
962,8000000,22593409,91,en,5.8,62,Twentieth Century Fox Film Corporation,English,Drama,10,1999
963,30000000,114281051,100,en,5.8,287,Columbia Pictures,English,Drama,8,2012
964,21000000,17600000,120,en,5.8,66,Touchstone Pictures,English,Drama,8,2008
965,12000000,6754898,116,en,5.8,80,TriStar Pictures,English,Drama,10,2006
966,10500000,3451,92,en,5.8,162,Ingenious Media,English,Drama,4,2017
967,70000000,134748021,133,en,5.8,504,Twentieth Century Fox Film Corporation,English,Drama,9,2010
968,16800000,2281089,122,en,5.8,73,River Road Entertainment,English,Drama,8,2006
969,6000000,6330054,114,en,5.8,56,Lions Gate Films,English,Drama,8,1997
970,38000000,266614059,117,en,5.8,300,Paramount Pictures,English,Drama,4,1993
971,40000000,141591324,98,en,5.8,643,Columbia Pictures Corporation,English,Horror,11,2003
972,19000000,40996665,91,en,5.8,172,Metro-Goldwyn-Mayer (MGM),English,Horror,5,1986
973,7000000,72500000,99,en,5.8,287,New Line Cinema,English,Horror,8,1988
974,10000000,498974,88,en,5.8,334,North by Northwest Entertainment,English,Horror,9,2010
975,9000000,81705746,99,en,5.8,735,Universal Pictures,English,Horror,10,2016
976,13000000,428868,87,en,5.8,102,Warner Bros.,English,Horror,6,1993
977,4700000,8025872,101,en,5.8,142,Cannon Films,English,Horror,8,1986
978,55000000,121969216,133,en,5.8,261,Silver Pictures,English,Action,3,1996
979,62000000,18720175,125,en,5.8,181,Franchise Pictures,English,Action,2,2001
980,80000000,159212469,115,en,5.8,385,Universal Pictures,English,Action,12,1996
981,116000000,178127760,108,en,5.8,445,Universal Pictures,English,Action,2,1997
982,2000000,124494,91,en,5.8,36,HSX Films,English,Action,9,1998
983,37000000,6482195,118,en,5.8,52,Paramount Pictures,English,Action,10,1997
984,17000000,12355798,105,en,5.8,314,Endgame Entertainment,English,Action,9,2011
985,17000000,3696232,98,en,5.8,226,Industry Entertainment,English,Action,10,2011
986,75000000,152930623,104,en,5.8,945,Universal Pictures,English,Action,11,2011
987,50000000,44434439,110,en,5.8,466,Columbia Pictures Corporation,English,Action,9,2005
988,60000000,77920346,108,en,5.8,230,Twentieth Century Fox Film Corporation,English,Action,4,2006
989,25000000,11838218,99,en,5.8,27,New Line Cinema,English,Action,10,1997
990,50000000,160602194,89,en,5.8,829,New Line Cinema,English,Action,8,2014
991,30000000,32540674,95,en,5.8,345,Vertigo Entertainment,English,Action,1,2017
992,42000000,171963386,90,en,5.8,795,Jersey Films,English,Comedy,1,2004
993,35000000,36098382,102,en,5.8,333,Miramax Films,English,Comedy,3,2004
994,70000000,309457509,116,en,5.8,472,Paramount Pictures,English,Comedy,7,1999
995,7500000,296000000,93,en,5.8,546,TriStar Pictures,English,Comedy,10,1989
996,85000000,186072214,115,en,5.8,640,Universal Pictures,English,Comedy,7,2007
997,50000000,66913939,86,en,5.8,327,Columbia Pictures,English,Comedy,7,2017
998,10000000,25196249,105,en,5.8,108,Mercury,English,Comedy,6,1991
999,45000000,113916474,100,en,5.8,590,Jerry Bruckheimer Films,English,Comedy,7,2000
1000,20000000,41237648,115,en,5.8,129,Universal Pictures,English,Comedy,10,2006
1001,25000000,16158487,111,en,5.8,109,Columbia Pictures Corporation,English,Comedy,10,2006
1002,7000000,10569964,95,en,5.8,74,Miramax Films,English,Comedy,4,2008
1003,15000000,5024782,90,en,5.8,85,Smartest Man Productions,English,Comedy,9,2009
1004,28000000,38159905,103,en,5.8,512,Regency Enterprises,English,Comedy,5,2006
1005,10000000,7587485,97,en,5.8,387,Scott Rudin Productions,English,Comedy,4,2015
1006,28000000,7002261,108,en,5.8,196,Participant Media,English,Comedy,9,2015
1007,5000000,24854765,102,en,5.8,15,United Artists,English,Comedy,4,1976
1008,6200000,9205924,89,en,5.8,95,Greenfox,English,Comedy,1,1988
1009,10000000,21486757,104,en,5.8,67,Orion Pictures,English,Comedy,8,1988
1010,8045760,35150960,95,en,5.8,98,Universal Pictures,English,Comedy,3,1989
1011,850000,1243961,85,en,5.8,111,AdScott Pictures,English,Comedy,8,2012
1012,28000000,90449929,98,en,5.8,574,Beacon Communications,English,Comedy,8,2000
1013,80000000,246984278,100,en,5.8,1180,Columbia Pictures,English,Comedy,7,2013
1014,48000000,220673217,84,en,5.8,948,Dimension Films,English,Comedy,10,2003
1015,15000000,59209,95,en,5.8,561,Lakeshore Entertainment,English,Comedy,5,2014
1016,30000000,105011053,118,en,5.8,593,Little Stranger,English,Comedy,12,2015
1017,25000000,48418160,118,en,5.8,391,Open Road Films (II),English,Comedy,4,2016
1018,50000000,242786137,96,en,5.8,870,Paramount Pictures,English,Comedy,12,2015
1019,30000000,63833449,99,en,5.8,205,Relativity Media,English,Comedy,4,2008
1020,24000000,14782676,89,en,5.8,53,Spyglass Entertainment,English,Comedy,11,2001
1021,60000000,129181830,94,en,5.8,542,Twentieth Century Fox Film Corporation,English,Comedy,12,2005
1022,25000000,119772232,104,en,5.8,212,Twentieth Century Fox Film Corporation,English,Comedy,12,2012
1023,10000000,653651,94,en,5.8,128,Playtone,English,History,10,2013
1024,20000000,84146832,96,en,5.8,391,TriStar Pictures,English,Thriller,2,2007
1025,3500000,16324573,93,en,5.8,92,Paramount Pictures,English,Thriller,5,1990
1026,4000000,600896,95,en,5.8,639,Automatik Entertainment,English,Thriller,3,2014
1027,17000000,10278549,106,en,5.8,38,Columbia Pictures,English,Crime,10,1987
1028,20000000,11390479,124,en,5.8,74,Paramount Pictures,English,Crime,11,1992
1029,12000000,204940,108,en,5.8,110,Company Films,English,Crime,1,2010
1030,15000000,37930465,97,en,5.8,751,Plan B Entertainment,English,Crime,9,2012
1031,80000000,123729176,96,en,5.8,644,DreamWorks SKG,English,Science Fiction,3,2002
1032,125000000,477200000,101,en,5.8,2677,Paramount Pictures,English,Science Fiction,8,2014
1033,210000000,1091405097,165,en,5.8,3136,Paramount Pictures,English,Science Fiction,6,2014
1034,155000000,440603537,126,en,5.8,3677,Paramount Pictures,English,Science Fiction,6,2015
1035,75000000,13100000,134,en,5.8,483,Punch Productions,English,Science Fiction,2,1998
1036,10000000,42333295,98,en,5.8,451,Universal Pictures,English,Mystery,11,2009
1037,10000000,33583175,80,en,5.8,836,Universal Pictures,Español,Horror,1,2010
1038,80000000,55041367,130,en,5.8,375,Gracie Films,Español,Comedy,12,2004
1039,60000000,119940815,100,en,5.8,400,Imagine Entertainment,Français,Crime,9,2003
1040,17000000,55534455,94,en,5.8,292,Walt Disney Pictures,Italiano,Family,4,2003
1041,60000000,204594016,133,en,5.8,655,Columbia Pictures,Português,Drama,8,2010
1042,68000000,193000000,124,en,5.9,447,Paramount Pictures,العربية,Thriller,5,2002
1043,2000000,54207,97,en,5.9,88,Ozla Productions,Český,Comedy,10,1993
1044,15000000,12000000,92,en,5.9,99,Lawrence Bender Productions,Český,Crime,9,2001
1045,15000000,61548707,98,en,5.9,601,Universal Pictures,Deutsch,Horror,11,2015
1046,47000000,157887643,92,en,5.9,892,New Line Cinema,English,Horror,8,2011
1047,175000000,264218220,135,en,5.9,1017,Universal Pictures,English,Adventure,7,1995
1048,117000000,261930431,109,en,5.9,1583,Tree Line Films,English,Action,6,2010
1049,32000000,5914908,108,en,5.9,87,Warner Bros.,English,War,12,2006
1050,70000000,32287044,125,en,5.9,246,David Foster Productions,English,Drama,2,2002
1051,82000000,89792502,110,en,5.9,1661,Legendary Pictures,English,Action,3,2011
1052,2600000,32980880,91,en,5.9,241,Paramount Pictures,English,Horror,4,1984
1053,14000000,62134225,103,en,5.9,67,Touchstone Pictures,English,Comedy,1,1986
1054,4800000,22743674,117,en,5.9,137,Paramount Pictures,English,Thriller,2,1980
1055,58000000,50365377,125,en,5.9,180,Lucasfilm,English,Drama,1,2012
1056,70000000,76066841,96,en,5.9,880,Paramount Pictures,English,Action,4,2007
1057,258000000,890871626,139,en,5.9,3687,Columbia Pictures,English,Fantasy,5,2007
1058,55000000,127600435,134,en,5.9,319,Columbia Pictures Corporation,English,Action,7,1995
1059,14000000,25482931,95,en,5.9,52,New Line Cinema,English,Action,3,2002
1060,80000000,122444772,89,en,5.9,1219,Touchstone Pictures,English,Action,9,2009
1061,35000000,18635620,115,en,5.9,44,Columbia Pictures,English,History,12,1993
1062,22000000,67800064,138,en,5.9,83,Hearst Entertainment Productions,English,Drama,2,2014
1063,65000000,179379533,83,en,5.9,1789,Paramount Pictures,English,Comedy,5,2012
1064,14000000,39673161,91,en,5.9,113,Warner Bros.,English,Action,4,1991
1065,15000000,17080167,114,en,5.9,174,Universal Pictures,English,Fantasy,5,1984
1066,63000000,296655431,94,en,5.9,997,New Line Cinema,English,Comedy,7,2002
1067,175000000,150962475,119,en,5.9,1357,Mid Atlantic Films,English,Drama,12,2013
1068,50000000,22540359,113,en,5.9,62,Imagine Entertainment,English,Crime,10,1996
1069,60000000,73174566,101,en,5.9,382,Grosvenor Park Media Ltd.,English,Action,9,2008
1070,68000000,118063304,116,en,5.9,310,Paramount Pictures,English,Thriller,4,1997
1071,20000000,16549477,110,en,5.9,89,Screen Gems,English,Music,9,2013
1072,38000000,57319029,107,en,5.9,384,Touchstone Pictures,English,Music,12,1993
1073,80000000,118880016,131,en,5.9,198,Bel Air Entertainment,English,Romance,2,1999
1074,16000000,2420917,117,en,5.9,23,Orion Pictures,English,War,3,1989
1075,90000000,174578751,106,en,5.9,1685,1492 Pictures,English,Adventure,8,2013
1076,150000000,128388320,111,en,5.9,979,Warner Bros.,English,Adventure,9,2015
1077,68000000,698491347,124,en,5.9,2382,Summit Entertainment,English,Adventure,6,2010
1078,113,115103979,113,en,5.9,457,Columbia Pictures Corporation,English,Adventure,6,1986
1079,23000000,90614445,134,en,5.9,179,Paramount Pictures,English,Adventure,9,1976
1080,25000000,27122040,114,en,5.9,426,Toledo Productions,English,Adventure,2,2011
