,budget,revenue,runtime,original_language,vote_average,vote_count,main_production_company,main_spoken_language,main_genre,release_month,release_year
1636,170000000,400062763,125,en,6.3,2895,Walt Disney Pictures,English,Adventure,12,2010
1637,30000000,495303,84,en,6.3,681,Twentieth Century Fox Film Corporation,English,Adventure,9,2006
1638,22000000,189833357,97,en,6.3,501,Walt Disney Pictures,English,Fantasy,11,1994
1639,55000000,149022650,104,en,6.3,655,Universal Pictures,English,Fantasy,7,1992
1640,150000000,309979994,98,en,6.3,1798,Walt Disney Animation Studios,English,Animation,11,2008
1641,70000000,348840316,86,en,6.3,1048,Universal Pictures,English,Animation,3,2012
1642,30000000,45554533,77,en,6.3,146,Walt Disney Pictures,English,Animation,2,2000
1643,85000000,297138014,88,en,6.3,927,Twentieth Century Fox Film Corporation,English,Animation,3,2008
1644,75000000,140175006,91,en,6.3,912,Columbia Pictures,English,Animation,7,2006
1645,22000000,9171289,108,en,6.3,25,SLM Production Group,English,Drama,12,1981
1646,10000000,2995811,106,en,6.3,262,River Road Entertainment,English,Drama,3,2010
1647,8000000,163265,91,en,6.3,156,Columbia Pictures,English,Drama,9,2011
1648,10000000,16153593,129,en,6.3,48,Universal Pictures,English,Drama,8,1990
1649,13000000,91038276,112,en,6.3,359,MTV Films,English,Drama,1,2001
1650,12500000,3878993,118,en,6.3,31,HighRoad Entertainment,English,Drama,4,2010
1651,15000000,24769466,101,en,6.3,388,Columbia Pictures,English,Drama,5,1996
1652,75000000,46683377,104,en,6.3,348,Village Roadshow Pictures,English,Drama,10,1998
1653,500000,150277,93,en,6.3,153,A Loopy Production LLC,English,Drama,1,2002
1654,100000000,155464351,130,en,6.3,504,DreamWorks SKG,English,Drama,7,2000
1655,10000000,55089,100,en,6.3,39,26 Films,English,Drama,8,2010
1656,45000000,195268056,141,en,6.3,377,Warner Bros.,English,Drama,12,1993
1657,27000000,16140822,102,en,6.3,88,TriStar Pictures,English,Drama,9,1995
1658,15000000,30127963,115,en,6.3,134,Mandalay Pictures,English,Drama,8,2014
1659,40000000,46442528,117,en,6.3,188,Paramount Pictures,English,Drama,11,2005
1660,2000000,622806,96,en,6.3,43,Red Envelope Entertainment,English,Drama,9,2006
1661,500000,376597,85,en,6.3,88,Super Crispy Entertainment,English,Drama,9,2012
1662,3400000,114000000,88,en,6.3,365,Fortress Features,English,Horror,7,2009
1663,4900000,148868835,81,en,6.3,1174,New Line Productions,English,Horror,7,2016
1664,9000000,44196684,87,en,6.3,605,United Artists,English,Horror,11,1988
1665,19000000,8247943,95,en,6.3,187,TriStar Pictures,English,Horror,8,1988
1666,60000,248000000,81,en,6.3,1090,Artisan Entertainment,English,Horror,7,1999
1667,5000000,44030246,104,en,6.3,1079,Intrepid Pictures,English,Horror,9,2013
1668,4000000,152925093,92,en,6.3,1288,Lions Gate Films,English,Horror,10,2005
1669,65000000,128884132,130,en,6.3,407,Village Roadshow Pictures,English,Action,7,2000
1670,42000000,62000000,108,en,6.3,265,Walt Disney Pictures,English,Action,6,1991
1671,95000000,250288523,136,en,6.3,1211,Amblin Entertainment,English,Action,7,1998
1672,80000000,52099090,114,en,6.3,597,Walt Disney Pictures,English,Action,1,2016
1673,3500000,12000000,121,en,6.3,37,Warner Bros.,English,Action,2,1966
1674,150000000,205366737,131,en,6.3,1910,Columbia Pictures,English,Action,6,2013
1675,1500000,2044892,90,en,6.3,29,Paramount Pictures,English,Action,11,1983
1676,8000000,908847,99,en,6.3,75,Insight Film Studios,English,Action,9,2007
1677,3000000,7282851,97,en,6.3,97,Universal Pictures,English,Action,7,1988
1678,8000000,34694,95,en,6.3,395,Amasia Entertainment,English,Action,2,2016
1679,5000000,5476060,94,en,6.3,55,Artisan Entertainment,English,Action,7,2001
1680,40000000,8493890,85,en,6.3,82,Touchstone Pictures,English,Action,4,2002
1681,225000000,624026776,106,en,6.3,4228,Amblin Entertainment,English,Action,5,2012
1682,8000000,11715321,113,en,6.3,71,Columbia Pictures Corporation,English,Action,7,1980
1683,40000000,51070807,93,en,6.3,1066,CBS Films,English,Action,1,2011
1684,1500000,14697005,97,en,6.3,257,Kings Road Entertainment,English,Action,4,1989
1685,100000000,167805466,98,en,6.3,1193,Twentieth Century Fox Film Corporation,English,Action,11,2010
1686,8000000,143451,107,en,6.3,26,Thinkfilm,English,Action,2,2006
1687,50000000,71561644,114,en,6.3,1169,Vertigo Entertainment,English,Action,3,2015
1688,105000000,115772733,119,en,6.3,1593,One Race Films,English,Action,6,2004
1689,2500000,12348905,98,en,6.3,270,Twentieth Century Fox Film Corporation,English,Action,5,1971
1690,7000000,14702438,92,en,6.3,66,Miramax Films,English,Comedy,3,1996
1691,65000000,250821495,119,en,6.3,859,Warner Bros.,English,Comedy,12,1998
1692,24000000,70181428,105,en,6.3,229,Will Packer Productions,English,Comedy,6,2014
1693,350000,1499275,86,en,6.3,56,Alta Vista Productions,English,Comedy,1,1963
1694,37000000,215394738,108,en,6.3,1131,Columbia Pictures Corporation,English,Comedy,6,1989
1695,50000000,549368315,106,en,6.3,4811,Universal Pictures,English,Comedy,6,2012
1696,80000000,343397247,83,en,6.3,1116,Pacific Data Images (PDI),English,Comedy,4,2006
1697,10000000,9636289,101,en,6.3,713,Mandate Pictures,English,Comedy,6,2012
1698,70000000,368100420,118,en,6.3,1721,Columbia Pictures Corporation,English,Comedy,2,2005
1699,6000000,15071,90,en,6.3,210,WhiteFlame Productions,English,Comedy,2,2014
1700,22000000,39071603,101,en,6.3,53,Columbia Pictures,English,Comedy,9,1990
1701,30000000,29202884,108,en,6.3,66,Twentieth Century Fox Film Corporation,English,Comedy,5,1998
1702,4500000,744816,97,en,6.3,30,Werc Werk Works,English,Comedy,10,2009
1703,50000000,41482207,106,en,6.3,664,Amblin Entertainment,English,Comedy,6,1990
1704,10000000,3400278,116,en,6.3,419,Annapurna Pictures,English,Comedy,3,2016
1705,37000000,113086475,109,en,6.3,704,Columbia Pictures,English,Comedy,6,2004
1706,25000000,30411183,108,en,6.3,844,Regency Enterprises,English,Comedy,4,2004
1707,38000000,118034273,111,en,6.3,1203,Twentieth Century Fox Film Corporation,English,Comedy,12,2016
1708,8500000,47624253,97,en,6.3,134,Warner Bros.,English,Thriller,3,1991
1709,2000000,572809,108,en,6.3,537,Anchor Bay Films,English,Thriller,6,2010
1710,20000000,67200000,108,en,6.3,454,Mandalay Entertainment,English,Thriller,3,1998
1711,19000000,144216468,122,en,6.3,675,Lakeshore Entertainment,English,Crime,9,2005
1712,60000000,218340595,130,en,6.3,3046,Paramount Pictures,English,Crime,12,2012
1713,35000000,25105255,155,en,6.3,161,Warner Bros.,English,Crime,11,1997
1714,65000000,39407616,102,en,6.3,1314,Miramax Films,English,Crime,8,2014
1715,70000000,118000000,103,en,6.3,402,Paramount Pictures,English,Science Fiction,12,1998
1716,5200000,2459895,99,en,6.3,46,Lightning Pictures,English,Science Fiction,5,1990
1717,15000000,10219460,106,en,6.3,65,Metro-Goldwyn-Mayer (MGM),English,Science Fiction,9,1983
1718,26000000,30523226,116,en,6.3,1122,Endgame Entertainment,English,Science Fiction,7,2015
1719,11000000,27391084,95,en,6.3,600,Sony Pictures,English,Mystery,7,2015
1720,23000000,36642838,97,en,6.3,328,Regency Enterprises,English,Mystery,10,2001
1721,40000000,151161491,90,en,6.3,731,Columbia Pictures,Español,Drama,2,2008
1722,80000000,266728738,128,en,6.3,422,Columbia Pictures Corporation,Français,Drama,12,2003
1723,20000000,36606743,100,en,6.3,974,Double Feature Films,Français,Drama,10,2015
1724,7000000,14011454,97,en,6.3,18,Suntaur Entertainment Company,Italiano,Drama,8,1999
1725,86000000,14373825,84,en,6.3,403,The Weinstein Company,日本語,Thriller,11,2007
1726,35000000,40263020,112,en,6.3,247,New Line Cinema,Latin,Comedy,2,1999
1727,20000000,183936074,100,en,6.3,1287,STX Entertainment,Pусский,Comedy,7,2016
1728,30000000,2527904,129,en,6.4,292,Mpower Pictures,العربية,Action,9,2011
1729,90000000,347325802,90,en,6.4,1078,New Line Cinema,广州话 / 廣州話,Action,8,2001
1730,6200000,63541777,98,en,6.4,340,"Geffen Company, The",Deutsch,Comedy,8,1983
1731,4000000,18591272,90,en,6.4,33,Universal Studios,English,Action,12,2002
1732,3000000,13000000,128,en,6.4,120,Universal Pictures,English,Mystery,7,1966
1733,13000000,1151330,110,en,6.4,60,Killer Films,English,Drama,11,2006
1734,145000000,746921274,93,en,6.4,1857,DreamWorks Animation,English,Animation,6,2012
1735,380000000,1045713802,136,en,6.4,5068,Walt Disney Pictures,English,Adventure,5,2011
1736,13000000,14894347,112,en,6.4,73,Lakeshore Entertainment,English,Drama,8,2008
1737,50000000,50068310,121,en,6.4,226,Columbia Pictures,English,Crime,2,1997
1738,50000000,111340801,106,en,6.4,1548,Lakeshore Entertainment,English,Fantasy,1,2006
1739,38000000,299288605,105,en,6.4,606,TriStar Pictures,English,Comedy,6,1997
1740,45000000,38399961,112,en,6.4,123,Paramount Pictures,English,Adventure,1,2006
1741,15000000,19158074,90,en,6.4,133,Walt Disney Pictures,English,Drama,10,2002
1742,6000000,13231461,96,en,6.4,384,CBS Films,English,Drama,9,2012
1743,23000000,53302314,98,en,6.4,1416,New Line Cinema,English,Horror,3,2000
1744,5000000,19905359,99,en,6.4,87,Universal Pictures,English,Action,3,1981
1745,1688000,2270000,133,en,6.4,26,Metro-Goldwyn-Mayer (MGM),English,Comedy,1,1939
1746,30000000,63372757,106,en,6.4,1340,Di Bonaventura Pictures,English,Thriller,2,2013
1747,21000000,10011050,117,en,6.4,54,Punch Productions,English,Romance,9,2002
1748,25000000,260562,110,en,6.4,104,Revelations Entertainment,English,Mystery,9,2000
1749,5000000,6700000,92,en,6.4,25,American Zoetrope,English,Drama,9,2016
1750,4000000,14400000,105,en,6.4,23,Joanna Productions,English,Drama,5,1956
1751,30000000,105173115,111,en,6.4,1194,Universal Pictures,English,Comedy,4,2008
1752,50000000,189859560,127,en,6.4,522,Kopelson Entertainment,English,Action,3,1995
1753,160000000,61698899,102,en,6.4,524,Touchstone Pictures,English,Adventure,8,1999
1754,72000000,408247917,106,en,6.4,1624,"Kennedy/Marshall Company, The",English,Drama,8,2002
1755,4200000,38376497,114,en,6.4,217,United Artists,English,Action,8,1984
1756,18000000,87000000,105,en,6.4,443,Paramount Pictures,English,Science Fiction,5,1984
1757,8000000,17460020,82,en,6.4,179,Universal Pictures,English,Comedy,1,1998
1758,20000000,11341016,98,en,6.4,24,Universal Pictures,English,Music,4,2004
1759,200000000,1025491110,108,en,6.4,4773,Walt Disney Pictures,English,Family,3,2010
1760,100000000,100086793,101,en,6.4,580,Village Roadshow Pictures,English,Family,10,2009
1761,74000000,1156730962,91,en,6.4,4729,Universal Pictures,English,Family,6,2015
1762,165000000,305875730,100,en,6.4,1524,Golden Mean,English,Adventure,11,2004
1763,35000000,321731527,118,en,6.4,824,Silver Pictures,English,Adventure,5,1992
1764,115000000,924317558,136,en,6.4,4526,Lucasfilm,English,Adventure,5,1999
1765,120000000,649398328,142,en,6.4,4074,Lucasfilm,English,Adventure,5,2002
1766,80000000,39459427,126,en,6.4,259,DreamWorks SKG,English,Fantasy,11,2000
1767,8,16,98,en,6.4,139,Dimension Films,English,Fantasy,9,1995
1768,80000000,484572835,101,en,6.4,3121,Universal Pictures,English,Fantasy,5,2003
1769,57000000,115267375,103,en,6.4,553,Universal Pictures,English,Fantasy,5,1996
1770,78000000,248384621,95,en,6.4,936,Columbia Pictures,English,Animation,9,2013
1771,100000000,268426634,102,en,6.4,1143,Blue Sky Studios,English,Animation,5,2013
1772,1200000,9000000,80,en,6.4,42,Twentieth Century Fox Film Corporation,English,Animation,2,1977
1773,24000000,63543328,113,en,6.4,438,Dylan Sellers Productions,English,Drama,10,2011
1774,15000000,317000,102,en,6.4,53,area japan,English,Drama,12,2008
1775,40000000,65754228,119,en,6.4,292,Bel Air Entertainment,English,Drama,2,2001
1776,35000000,791830,108,en,6.4,26,Icon Entertainment International,English,Drama,4,1997
1777,8200000,80035402,107,en,6.4,525,Paramount Pictures,English,Drama,2,1984
1778,250000,609524,85,en,6.4,15,Poison L.P.,English,Drama,4,1991
1779,1000000,17985893,91,en,6.4,165,AVCO Embassy Pictures,English,Drama,4,1981
1780,11500000,57469467,103,en,6.4,417,Paramount Pictures,English,Drama,4,1989
1781,45000000,178051587,117,en,6.4,440,Paramount Pictures,English,Drama,6,1992
1782,5500000,5483299,120,en,6.4,304,Double Feature Films,English,Drama,1,2014
1783,4000000,55125,90,en,6.4,71,iDeal Partners Film Fund,English,Drama,9,2010
1784,30000000,30536013,135,en,6.4,336,New Line Cinema,English,Drama,12,2005
1785,45000000,117615211,119,en,6.4,287,Regency Enterprises,English,Drama,7,1994
1786,25000000,66980456,94,en,6.4,1859,The Weinstein Company,English,Drama,8,2014
1787,777000,2437000,86,en,6.4,265,American Zoetrope,English,Drama,3,1971
1788,25000000,777423,117,en,6.4,20,Cruise/Wagner Productions,English,Drama,9,1998
1789,7500000,1359910,101,en,6.4,90,Day Twenty- Eight Films,English,Drama,10,2013
1790,18500000,6490401,120,en,6.4,30,Focus Features,English,Drama,3,2016
1791,17000000,7603766,106,en,6.4,28,Paramount Pictures,English,Drama,3,1995
1792,8500000,15861566,120,en,6.4,181,Phantom Four,English,Drama,9,2016
1793,7500000,6266621,112,en,6.4,21,Seven Arts Pictures,English,Drama,9,1991
1794,15000000,4882577,104,en,6.4,218,Spring Creek Productions,English,Drama,10,2010
1795,4100000,36000000,135,en,6.4,43,Twentieth Century Fox Film Corporation,English,Drama,9,1953
1796,10000000,12008642,111,en,6.4,288,Lakeshore Entertainment,English,Horror,12,2000
1797,14000000,18090181,112,en,6.4,297,New Line Cinema,English,Horror,10,1994
1798,2500000,25533818,92,en,6.4,370,Universal Pictures,English,Horror,10,1981
1799,1000000,21378361,89,en,6.4,318,AVCO Embassy Pictures,English,Horror,2,1980
1800,550000,59754601,95,en,6.4,622,Paramount Pictures,English,Horror,5,1980
1801,17000000,97542952,91,en,6.4,1754,TriStar Pictures,English,Horror,4,2013
1802,10000000,25754284,108,en,6.4,71,TriStar Pictures,English,Action,3,1985
1803,1000000,16000000,96,en,6.4,16,Columbia Pictures Corporation,English,Action,5,1975
1804,10000000,57500000,90,en,6.4,753,Twentieth Century Fox Film Corporation,English,Action,10,1985
1805,17000,101236,106,en,6.4,54,Coatwolf Productions,English,Action,4,2011
1806,70000000,85632458,121,en,6.4,582,Columbia Pictures,English,Action,3,2003
1807,11000000,8862354,102,en,6.4,106,Seraphim Films,English,Action,2,1990
1808,62000000,215887717,141,en,6.4,390,Paramount Pictures,English,Action,8,1994
1809,26000000,181096164,84,en,6.4,588,Twentieth Century Fox Film Corporation,English,Action,7,1991
1810,11000000,72778712,95,en,6.4,306,Paramount Pictures,English,Action,9,2006
1811,22000000,43058898,100,en,6.4,898,Millennium Films,English,Action,11,2013
1812,80000000,309492681,117,en,6.4,482,Touchstone Pictures,English,Action,11,1996
1813,20000000,16974459,105,en,6.4,303,Twentieth Century Fox Film Corporation,English,Action,8,2007
1814,75000000,152368585,137,en,6.4,360,Universal Pictures,English,Action,5,1991
1815,120000000,286168572,124,en,6.4,4862,Universal Pictures,English,Action,4,2013
1816,27000000,38122105,101,en,6.4,713,Keith Barish Productions,English,Action,11,1987
1817,9000000,32973937,89,en,6.4,387,Columbia Pictures,English,Comedy,10,2008
1818,11000000,8266343,85,en,6.4,289,Imagine Entertainment,English,Comedy,4,1990
1819,38000000,205298907,96,en,6.4,1005,Lakeshore Entertainment,English,Comedy,7,2009
1820,40000000,285176741,119,en,6.4,1406,New Line Cinema,English,Comedy,7,2005
1821,11000000,235483004,95,en,6.4,2358,Universal Pictures,English,Comedy,7,1999
1822,10000000,50752337,101,en,6.4,203,Walt Disney,English,Comedy,10,1992
1823,13000000,10652035,98,en,6.4,514,EuropaCorp,English,Comedy,1,2009
1824,30000000,43763247,96,en,6.4,826,Gravier Productions,English,Comedy,5,2016
1825,25000000,55494066,111,en,6.4,131,Twentieth Century Fox Film Corporation,English,Comedy,1,1998
1826,6000000,8200000,108,en,6.4,53,Twentieth Century Fox Film Corporation,English,Comedy,3,1986
1827,20000000,51684798,106,en,6.4,72,Universal Pictures,English,Comedy,3,1988
1828,20000000,33889159,105,en,6.4,691,DreamWorks SKG,English,Comedy,3,2006
1829,11400000,6700000,115,en,6.4,59,Universal Pictures,English,Comedy,2,1985
1830,3800000,1016985,105,en,6.4,81,Groundswell Productions,English,Comedy,8,2016
1831,25000000,11772461,116,en,6.4,60,Miramax Films,English,Comedy,10,2006
1832,30250000,115101622,105,en,6.4,305,Jersey Films,English,Comedy,10,1995
1833,4000000,333912,110,en,6.4,29,Gimme Five Films,English,Comedy,4,2007
1834,13000000,7820688,95,en,6.4,137,Savoy Pictures,English,Comedy,4,1994
1835,80000000,73345029,108,en,6.4,179,Imagine Entertainment,English,Comedy,4,1999
1836,35000000,117000000,98,en,6.4,2341,New Line Cinema,English,Comedy,7,2011
1837,30000000,51132598,83,en,6.4,535,Paramount Pictures,English,Comedy,3,1994
1838,15000000,107217396,86,en,6.4,1684,Warner Bros.,English,Comedy,2,1994
1839,9500000,7800000,88,en,6.4,335,Darko Entertainment,English,Comedy,9,2013
1840,22000000,33788161,104,en,6.4,491,Dimension Films,English,Comedy,8,2001
1841,5000000,295206,97,en,6.4,271,Eureka Pictures,English,Comedy,7,2001
1842,6500000,30218387,97,en,6.4,255,Gladden Entertainment,English,Comedy,7,1989
1843,45000000,302710615,86,en,6.4,1456,Imagine Entertainment,English,Comedy,3,1997
1844,28000000,134402450,105,en,6.4,813,Laurence Mark Productions,English,Comedy,10,2013
1845,9500000,17164377,107,en,6.4,748,Miramax Films,English,Comedy,4,2009
1846,2500000,10000000,91,en,6.4,18,PolyGram Filmed Entertainment,English,Comedy,5,1980
1847,17000000,4603929,107,en,6.4,66,Twentieth Century Fox Film Corporation,English,Comedy,7,1991
1848,17000000,136621271,104,en,6.4,1234,Twentieth Century Fox Film Corporation,English,Comedy,8,2014
1849,24000000,43455230,91,en,6.4,155,Universal Pictures,English,Comedy,6,1988
1850,28000000,92380927,99,en,6.4,575,Universal Pictures,English,Comedy,2,2008
1851,12000000,31155435,93,en,6.4,230,Universal Pictures,English,Comedy,12,2001
1852,18000000,1196307,115,en,6.4,147,Icon Productions,English,Western,9,2006
1853,20000000,1969193,105,en,6.4,368,Bleiberg Entertainment,English,Thriller,9,2012
1854,40000000,92913171,96,en,6.4,1007,Columbia Pictures Corporation,English,Thriller,3,2004
1855,14000000,10076790,108,en,6.4,500,Dark Castle Entertainment,English,Thriller,10,2014
1856,8000000,2000000,98,en,6.4,71,Propaganda Films,English,Crime,7,1993
1857,70000000,69766619,122,en,6.4,258,Village Roadshow Pictures,English,Crime,9,2007
1858,10000000,3665069,102,en,6.4,433,Voltage pictures,English,Crime,9,2011
1859,3700000,3338228,98,en,6.4,116,Rick Lashbrook Films,English,Crime,11,2006
1860,3000000,12800000,110,en,6.4,70,Universal Pictures,English,Crime,4,1974
1861,57000000,159055768,115,en,6.4,1018,Silver Pictures,English,Crime,10,1993
1862,65000000,89456761,120,en,6.4,323,New Line Cinema,English,Crime,10,1996
1863,2900000,43008075,121,en,6.4,71,Paramount Pictures,English,Crime,8,1974
1864,18000000,46908987,103,en,6.4,220,TriStar Pictures,English,Crime,5,1989
1865,10000000,8801940,114,en,6.4,138,Columbia Pictures Corporation,English,Crime,10,1984
1866,38000000,120000000,118,en,6.4,461,Paramount Pictures,English,Science Fiction,11,1994
1867,115000000,286140700,109,en,6.4,3510,TriStar Pictures,English,Science Fiction,8,2013
1868,12000000,32248241,106,en,6.4,953,Paramount Pictures,English,Science Fiction,1,2015
1869,178000000,543934787,144,en,6.4,4831,Twentieth Century Fox Film Corporation,English,Science Fiction,5,2016
1870,1227401,1277401,100,en,6.4,15,Fine Line Features,English,Mystery,10,1991
1871,60000000,101134059,124,en,6.4,1619,Fox 2000 Pictures,Español,Drama,12,2015
1872,70000000,225990978,104,en,6.4,1869,Village Roadshow Pictures,Eesti,Comedy,12,2008
1873,110000000,362744280,125,en,6.4,2169,Village Roadshow Pictures,Français,Thriller,12,2004
1874,100000000,347451894,131,en,6.4,1974,Walt Disney Pictures,Latin,Adventure,11,2004
1875,85000000,80916492,104,en,6.4,523,Columbia Pictures,Português,Adventure,9,2003
1876,25000000,170764026,85,en,6.4,2297,Paramount Pictures,Pусский,Action,1,2008
1877,100000,11000000,193,en,6.4,109,Epoch Film Co.,No Language,Drama,2,1915
1878,75000000,119000410,102,en,6.5,342,Universal Pictures,العربية,Comedy,12,2007
1879,20000000,121697323,94,en,6.5,738,Paramount Pictures,广州话 / 廣州話,Music,2,1992
1880,12000000,7900000,167,en,6.5,63,United Artists,Český,Action,10,1960
1881,28000000,103173635,114,en,6.5,242,Twentieth Century Fox Film Corporation,Deutsch,Comedy,12,1988
1882,5000000,40400,101,en,6.5,45,Rampart Films,English,Drama,10,2013
1883,3000000,11718595,100,en,6.5,29,Yari Film Group,English,Comedy,9,2005
1884,43000000,158674180,117,en,6.5,1595,Ingenious Film Partners,English,Action,6,2013
1885,6000000,42000000,167,en,6.5,85,Michael Todd Company,English,Adventure,10,1956
1886,20000000,5716080,119,en,6.5,141,Icon Entertainment International,English,Drama,7,1997
1887,24000000,155721132,102,en,6.5,858,Columbia Pictures,English,Drama,12,2006
1888,110000000,478207520,120,en,6.5,3048,Weed Road Pictures,English,Action,6,2005
1889,5000000,16174377,102,en,6.5,256,Back Lot Pictures,English,Comedy,1,2008
1890,65000000,128107642,98,en,6.5,1084,Columbia Pictures,English,Comedy,7,2008
1891,44000000,3484331,219,en,6.5,56,United Artists,English,Action,11,1980
1892,25000000,20796847,93,en,6.5,673,DreamWorks SKG,English,Comedy,2,2004
1893,35000000,42064105,118,en,6.5,360,Fox 2000 Pictures,English,Comedy,9,2006
1894,30000000,27674124,101,en,6.5,82,Miramax Films,English,Drama,11,2002
1895,18000000,261572744,82,en,6.5,1617,Twentieth Century Fox Film Corporation,English,Comedy,11,2006
1896,19000000,13680000,178,en,6.5,68,Metro-Goldwyn-Mayer (MGM),English,Adventure,11,1962
1897,3400000,31063038,94,en,6.5,86,Twentieth Century Fox Film Corporation,English,Comedy,12,1977
1898,58000000,25928721,127,en,6.5,71,Orion Pictures,English,Music,12,1984
1899,3500000,237113184,118,en,6.5,383,Paramount Pictures,English,Drama,12,1977
1900,40000000,30925690,137,en,6.5,576,Dino De Laurentiis Company,English,Action,12,1984
1901,90000000,484635760,96,en,6.5,2213,Blue Sky Studios,English,Animation,4,2011
1902,10000000,85300000,106,en,6.5,253,Columbia Pictures Industries,English,Action,6,1981
1903,21000000,54926886,117,en,6.5,327,Columbia Pictures,English,Drama,5,2007
1904,140000000,553799566,151,en,6.5,2540,Jerry Bruckheimer Films,English,Action,7,1998
1905,26000000,28780255,118,en,6.5,202,New Line Cinema,English,Crime,2,2000
1906,175000000,146175066,126,en,6.5,1506,Village Roadshow Pictures,English,Action,4,2017
1907,58000000,102854431,95,en,6.5,595,DreamWorks SKG,English,Comedy,9,2005
1908,40000000,23202444,138,en,6.5,20,All Girl Productions,English,Music,11,1991
1909,31000000,231605150,100,en,6.5,713,Touchstone Pictures,English,Music,5,1992
1910,40000000,114830111,99,en,6.5,689,Village Roadshow Pictures,English,Romance,6,2006
1911,48000000,77745568,123,en,6.5,338,Universal Pictures,English,Romance,6,1998
1912,35000000,150483765,109,en,6.5,2306,Castle Rock Entertainment,English,Romance,7,2011
1913,18000000,123306987,95,en,6.5,603,New Line Cinema,English,Romance,2,1998
1914,23000000,369884651,119,en,6.5,1616,Twentieth Century Fox Film Corporation,English,Romance,7,1998
1915,132000000,373552094,92,en,6.5,1375,DreamWorks Animation,English,Family,11,2014
1916,4000000,12121618,100,en,6.5,68,Metro-Goldwyn-Mayer (MGM),English,Adventure,7,1971
1917,15000000,28733290,101,en,6.5,225,Universal Pictures,English,Adventure,7,1984
1918,80000000,660940780,91,en,6.5,3034,Blue Sky Studios,English,Animation,3,2006
1919,90000000,886686817,94,en,6.5,2330,Blue Sky Studios,English,Animation,6,2009
1920,100000000,242988466,90,en,6.5,1799,Columbia Pictures,English,Animation,9,2009
1921,31000000,74151346,74,en,6.5,372,Walt Disney Pictures,English,Animation,11,1988
1922,80000000,250200000,88,en,6.5,1335,Warner Bros. Family Entertainment,English,Animation,11,1996
1923,99000000,246233113,88,en,6.5,608,Blue Sky Studios,English,Animation,11,2015
1924,35000000,9771658,89,en,6.5,251,Rich Animation Studios,English,Animation,11,1994
1925,25000000,21288692,80,en,6.5,228,Walt Disney Pictures,English,Animation,7,1985
1926,700000,2594000,112,en,6.5,67,Metro-Goldwyn-Mayer (MGM),English,Drama,5,1932
1927,45000000,4607608,139,en,6.5,84,New Line Cinema,English,Drama,10,2007
1928,250000,3542353,90,en,6.5,386,Paramount Vantage,English,Drama,10,2011
1929,20000000,50012507,103,en,6.5,168,Twentieth Century Fox Film Corporation,English,Drama,8,1995
1930,10000000,23574130,116,en,6.5,38,Universal Pictures,English,Drama,10,1995
1931,20000000,75597042,127,en,6.5,112,Walt Disney Pictures,English,Drama,3,2002
1932,32000000,54674226,139,en,6.5,1009,Fox Searchlight Pictures,English,Drama,5,2011
1933,19885552,19724334,109,en,6.5,128,Paramount Pictures,English,Drama,3,1993
1934,12000000,12077441,99,en,6.5,895,Fox Searchlight Pictures,English,Drama,2,2013
1935,63000000,25052000,191,en,6.5,203,Tig Productions,English,Drama,6,1994
1936,20000000,41627431,115,en,6.5,511,Summit Entertainment,English,Drama,3,2008
1937,11,11,145,en,6.5,30,United Artists,English,Drama,4,1978
1938,50000000,120081841,124,en,6.5,928,Twentieth Century Fox Film Corporation,English,Drama,12,2011
1939,125000,3200000,90,en,6.5,140,Ada Films,English,Drama,9,2011
1940,19800000,41296320,103,en,6.5,512,Spring Creek Productions,English,Drama,9,2014
1941,20000000,15473333,199,en,6.5,41,George Stevens Productions,English,Drama,2,1965
1942,24000000,12096300,134,en,6.5,965,Likely Story,English,Drama,5,2014
1943,35000000,69823199,123,en,6.5,1406,Columbia Pictures,English,Drama,3,2008
1944,100000,444098,96,en,6.5,277,erbp,English,Drama,4,2013
1945,68000000,203388341,136,en,6.5,1100,Paramount Pictures,English,Drama,12,2001
1946,73000000,151493655,118,en,6.5,843,Universal Pictures,English,Drama,11,1999
1947,12500000,75993061,101,en,6.5,924,Appian Way,English,Drama,9,2011
1948,1500000,712294,111,en,6.5,43,Elevation Filmworks,English,Drama,3,2005
1949,100000,362222,83,en,6.5,27,Milestone FIlms,English,Drama,11,1978
1950,31000000,161772375,138,en,6.5,2449,Paramount Pictures,English,Drama,11,2012
1951,243000,950000,91,en,6.5,23,RKO Radio Pictures,English,Drama,5,1935
1952,25000000,28831145,109,en,6.5,309,Summit Entertainment,English,Drama,4,2014
1953,700000,4911725,107,en,6.5,243,Thinkfilm,English,Drama,8,2006
1954,9000000,21571189,121,en,6.5,119,Treehouse Pictures,English,Drama,9,2014
1955,14000000,35856053,126,fr,6.5,81,Twentieth Century Fox Film Corporation,English,Drama,12,1981
1956,11500000,20079850,99,en,6.5,180,Universal Pictures,English,Drama,2,1994
1957,18000000,11500000,122,en,6.5,21,Universal Pictures,English,Drama,12,1984
1958,4000000,2365467,118,en,6.5,346,Worldview Entertainment,English,Drama,4,2014
1959,270000,1450000,79,en,6.5,71,Alta Vista Productions,English,Horror,6,1960
1960,5000000,44793222,96,en,6.5,363,New Line Cinema,English,Horror,2,1987
1961,25000000,94679598,104,en,6.5,1372,The Weinstein Company,English,Horror,7,2007
1962,4500000,1261000,86,en,6.5,105,Empire Pictures,English,Horror,6,1986
